image,text
/content/processed/47.png,ے النح خمالا تکا اظہمار ائھم کی واج کے مھ کہ مان
/content/processed/48.png,زیر وب اگ کیو اب کے لف شعبہ جات کے ارکان
/content/processed/49.png,کے اجلا س سے شیاوان پر خطاب کرت ہہ وت ےکیا۔ ات
/content/processed/50.png,لر اگی زخطاب میں الطاف بین ن ےکچماککہ الام کے من
/content/processed/51.png,ئن اور لا نی ' ہیں الام صرف مسلماوں بجی
/content/processed/52.png,کے میں بکہ خمام مم اہب کے ات را ماد رس دبتاے۔
/content/processed/53.png,قرآن مجی میں الد تما یٰ کافرمان مالیئل دا جع ےک مرجم
/content/processed/54.png,بب ر ادن میہرے سا تجھ ہ تھہمارادگن تہارے سا تجھ '۔ فرآن چیرنم!یں
/content/processed/55.png,"ای اور جچلہ الد تھا یی کاغرمان ‏ ےک"""
/content/processed/56.png,قرجمہ : وین میں کوکی ج رکھیں '۔ اللہ تعالی اہ
/content/processed/57.png,اس فرمان میں صاف ‏ ہظوں مْں بنا ما ےک الام
/content/processed/58.png,تاور اشنا پہندکی کا کی اعننرال پین ری کاد رس دتاے ‏ مم ىی
/content/processed/59.png,جا پنری اسلا مکی تخلیما تکی فی ہے۔ الطاف بن نے
/content/processed/60.png,ہماکنہ جہاں انا لپنددی ہ کی وہاں امن وسدامتی اور اتا
/content/processed/61.png,"یں بلک اننتثار ہوگا, نفاق ہوگا, نتشرد ہو گا اور ٹل وزار مت ری"
/content/processed/62.png,ہوگی۔ اہول ن ےکماکہ اسلام تا یمام رہب ہے جو نہ صرف
/content/processed/63.png,مس رانوں کو ان و سلا یکا ام دتاے بلکہ وہ
/content/processed/64.png,یر لصو ں کو بھی امن اور سا مت کی ضمانت داے۔
/content/processed/65.png,نہوں ن ےبماکہ الما لیحار میں کی ام راہ ملا من اور
/content/processed/66.png,بادغاہوںل نے ان افقیق2ا رو جالئ زارد اور اے دوام سے
/content/processed/67.png,سا رہ ب کو بطور ڑھال استما ل کیا ہمارے ملک میں
/content/processed/68.png,بھی کسی ہوااو رکز شنہ گی بر سوں سے پچیجھ عناص ر رہب
/content/processed/69.png,نہ صرف اہج مفادا تکیلئ استعال کررے ہیں باکہ موم
/content/processed/70.png,اور ارہ لوں مللمانو ںکی مرن داشنیک کر کے اور ا یں غلطط ببیت
/content/processed/71.png,"4 یی ‪,,ي ‏ رت"
/content/processed/72.png,"سج اسلا مکی تخلی ا ت کی تی لا
کے زمرے"
/content/processed/73.png,می ںآ مزا ے۔ الطاف بین نے سوا لک یاکہ اگ اسلا مکی
/content/processed/74.png,فاط تشم کی جاے اور امن وسلا مت یکا درس ود سے
/content/processed/75.png,وانے مہب اسلا م کو اھر امن کے ہججاے انتشیار اور
/content/processed/76.png,لا سی کے بجھائۓ جپای کا ذر لہ ہناد ما جا ۓ کہا
/content/processed/77.png,ہل فو ٹین اسلام کے زم رے میں مکی ںآ ا؟ اسلام
/content/processed/78.png,کے نام پر نقد وکا مل کر نزاکیااسلا مکی خرمت ہے ؟
/content/processed/79.png,کرابہ شل تقلیدات رسول لاگ کی فو ین کے زمرے میں میں
/content/processed/80.png,آتا؟ اگ راسلام کے نام پر قیروں سے بیو ں کو پا کر
/content/processed/81.png,ڑکوں اور چو رابہھوں پر لڑکا ما جاۓے ‏ نماز نے ہہوۓ نمازرلوں کپ
/content/processed/82.png,"رکنش تےکر کے ا یں شمی رکیاجاۓ , مماحد پر تلے کے جا یہ"
/content/processed/83.png,"امام بارگاہوں پر تلے کے جاحیں, عزاداروں پر لہ کے"
/content/processed/84.png,"جانھیں, متصوم ون ےنا مسلمانوں کو نف کیا جائے"
/content/processed/85.png,یرہ سارا مل خلاف اسلام قرار میں ائے
/content/processed/86.png,ا کی اولیاۓ کرامء بن گان دن نشن کا جرد نب حضرت
/content/processed/87.png,لی اور بی خرالزراں حطضرت مم رمصضف کیاکی سے جاماتما ے اور
/content/processed/88.png,جن بن رگان دن نے ات کل وکردار اور سے
/content/processed/89.png,جال تکی جار میں اسلا مکی روش پجھبلائی او رکروڑوں لوگوں
/content/processed/90.png,کو مسلمما نکیا ان مت رگالن دن کے مزرارات متقرسہ تو بھوں سے
/content/processed/91.png,ٹرامااور ان کے عزارا ت کی ٹون کھرماکرار سول
/content/processed/92.png,"ے مث کرااۓے ٭ہ
کا مظاہرہ سے ؟ یھ ہم
ہے ٭ ۱
۰"
/content/processed/93.png,اولیاۓ کرام کے عزرارات پر خودگشس تےکر ااورا نکی فو ٹین کر
/content/processed/94.png,وین رسالت نفک کے زم رے میں می ںآسا؟ ایا ناما جم
/content/processed/95.png,کرنے والو ںںسچعا فععئی مل بی جماعنوں نے اتکی مظاہہرے کے ؟۔
/content/processed/96.png,غنھوں ن کہماکہ مم ؛بی اشنا ند عناصر نے ان حص وس
/content/processed/97.png,مادا تکیلنے اسلام کے نام پرسمادہ لو موچ انو ں کو اس
/content/processed/98.png,نر رانا ند اور جنوٹی بناو یا ےک ا میں الد کے تصور راوج
/content/processed/99.png,و جو ترنے وا لے ماززگوں کو بھوں سے اٹراتۓے وق ت کو گی رتم
/content/processed/100.png,"خر کونمام پکما اسسلا مم کے نا
ا1 ص ص ە-- م کے نام"
/content/processed/101.png,رای اکنا وا تل کر کے د نیا میں اسلا کی
/content/processed/102.png,ابپچھی نصوبر ٹیل کی جارنی سے ما ا سکا اج
/content/processed/103.png,خرا بکیاجار باہے؟ یہ اسلام یش مفہ ٢ی‏ انا ین گی ہے اسلام
/content/processed/104.png,ایا کرنے کاورس یں و امن مض گروب الام کے نام پہ
/content/processed/105.png,مر أپی انا نر یی او رم کی جنوغیت کو پر وان پنڑھار سے ہیں اور اسلا مم کے
/content/processed/106.png,نام پر تشثرداور تنّكْ وجرل کادر دے ر ہے ہیں۔
/content/processed/107.png,"می اکم ی نر سے مححمت کھیں۔ تی اکر
بی الام اور بی ارم ما سے محبت میں 22"
/content/processed/108.png,"لالہ مریمراح ہہ .12 یم ول ازلگ ری مجدہ
نس لف بانھا ری
و ای و کنا کے مس ھا کی رس
تو ے1 ےر اھ رر
را سا مرو زوا یی اخ پیک کی مکی نے رڑے
سرت
.""اراتا کین یرفن ۳۴
سرت ارت سے ارام رر پ و سو مر لی
اتی ن۵ا دیس کر إِررولہتی ماخ براہر
مد ما ہیں 151| میس کگرممو کا مس ود( راہ بنڑی
این 16ء مس مائ را جو ۳ک ضا ںین اے
ایک ریت شرم میں ۔"
/content/processed/109.png,"‎ [‏ 0 اھر ہر تک ات سس
4 ہلا کاڈ کنل سس ما یک مات کنۃرٹی
۸۶ےے سطان سے مس دی ا ےت شی بکرادادڈوزہ انگ اٹ ھا
سس داےافلاحڈن یمام
۸۱۲ ہج زلائیارنبادہا ھا دجو حوکر ال لامٹیک سسڑ مل
اوہ و
للسضچاگاا رومان ے اما نشی اھ اٹ امیس
یےددلڈ پش یل وکا اود دداڈ پک چا حلصم مسا
پ۶ رکم 205 ۶ پر رد دنن رشن ۶20 7 00|[۶7ء۹۵
حئ مرا یں"
/content/processed/110.png,"7تت پت 00وه9ەهةا۶٦777۶‪9090-ۃ‏
7ے وور میںفشگل ایک بریس پالد ں کے شش می آیا تھا۔

شس کی حالت :اگنترہمفتی اه مصلما کے مرف وو ہی

(خا گی بھے خر ٗ۱د اورنخو زماب دی رمی ںگوارفن بی

تا ۔ یہ مد مجگہوں سے ین وںاقفباای امش اور ۱
افاا نے ”۴ اقلضہم زکا سمارز یارہ اچاہیں لق ۔ وڑنی“'
آ۴:؟/ کریلا ہر و سم “ پالد نار پوریٹ ری مم را۔

/سورن تب ری مے بال واعمی للشتریبر ر| 7 سج اٹ ہر

جے لالنز یش ۹9رہ میں کر بی اور راولپنڑ یس

م۳مم ا ہریں يرِدآ باد و۹۰( میں مر ۱۹۰:

مل دوسرا دادلہنڑی رٹش 0٥ء‏ می ںج ام بر .لہ دی ‎٠‏

کی یس ای ایم وکشریات رو یکیں ۔"
/content/processed/111.png,"طبریع مت _ ےج سد ےج حدم ول مہ __ عووڈل :سد
7 اک دور مل ایک ریس پکیان ےت ضشآیا ھا.
جم سک عوالت نافع مب ق ق۷۷۴ سے مسلمان کے مرف ددی
اخبار خلت تہ . ڈ یی (زاد اورخبوز مانگ بعد ض ڈعآلہ نضل مر
را جک درس ںیگبیں سے تی راك افبرات ڈان ء جنگ اعد
ززامبضہ جابم الس ہرز ماسعیار زمادہ اہجا یا ے-
(۱۹۷ء ببلا مد ۷ ٹیک مسر ء پاکنا ن مار پررلش ام ۷ا۔
ا وف ےار سے 777 ھی اشن پیر
میں بویع راع لپنڈی )لام می کرای اود داولنڑی مم"
/content/processed/112.png,"۰ تے مد .۰
بی ما نہ سنع یی انف ترلعورتنی ہے ہار بے رت ہے
دب سب ے نوہ ہے با رت واظرم سے ٭ ‏ یکا ساشی ن)
. ر7 بر
روز اعاامم۴1ج ) ہے . ا گی حاناں ڑب ملاہ لم )لو ہے ۔
یر ‎٤‏ . َ7
می فرمفت خر عانررے ہی ہس ےو ہہ بی ہتروسل
ہے رئازں سے 7 ماں ے یر سے ۔ بی گی سو ا٭زان قے ے
ےم ر‫ 7 ۱
رنڈ ہےے. کھڑ میں سی مں سی می فک مرف یم کے
عادرج مامت وو سی حر مھ ہے ۔ ہب عم وی مرف
مس ٭ سے وی۲ں عق تمس ۔ کے رام تی وارن ہیں
سائنس لیے یر نتر ھوے ُ صرقی می زی ہے ۔ حا می
7 > ‫ ‫ لیر 7 / ‎.٠.-ِ,‏
‏ىر مد ط رن 18ر خر مم ماپ ہے ."
/content/processed/113.png,"جکھمون٠گکگ‏ ہہوں لن ہمہ ۴ا ممحدم::0 ھتگ جو یمن ے2“ چھ رم مرگ کا محدہ

ریو ور میں مشغل الیک برییں پاکستان کے صلہ مس کیا تھا ۔ جک عادت
ست ۔مج٭دد ے سوان ےعی دوی اضبار گلانة ۔ ڈی لی گزار اورنوز
ہانگ بعرمیں ڈصاں مل ہوگیا تا۔ جبکہ حدص ری تیور سے یذ راۓ اضارات ڈان“
جنگ اد انا تھے ۔ ایم نکش پیر زا معبار زیادہ اپ مان تا .ما ات۱۹47ء کو

پا برا ڈمھاحنگ سخ “یاکستان کیو وشن فانخ جو١۔‏ اس رقت یہ مجارت مت پالواسطہ نم

دی ھا ۔بھونڈ ١ش‏ ہیس تیدراولہنڑی سنّٹن ۸8ء ہیں“ را اور راو لپنڑک

ہیں قامٌ پوابمر یں مپررلامیں وج ں گیٹ ٭ ۹ ء مپربروعرا راولپنڑکا اجُّشْ

۱۰ + میں‌فاغ ہد١۔‏ طا ' دک انا ہس اپن ١م‏ ے بض نشہات رز عپس ۔"
/content/processed/114.png,"__ اح عئت_( ۷مہ یدن _ ج3 صداباحئ
ےت ۸ 7 7
چھم ے ری نشم ل یل پرلیس ياىتان ز طھر ‏ ںآیادا
جس عالت نا گخنزےلی ۶ یلان کےعرف بی
( _ جم 7
سر سے شش سس
ہر ىا ۔ جر شی جّبوں سے چۓ داز اخبازےڈان ,
کس ١ورا‏ ]لے تام انش ہیب رکا عتیارزیارہ اچاہہیٔیں
تا ۔ بٗست 0بد برا از لے م: بالسا کاریلبنی
5 َ‫ / ۰ 7 ۰
خاغ راتا ۔س رت بی لبارت سے :الو زاْبرزتوا۔ ہ4 عمۓ
اسللش لیرہیں چیے ڈایزڑی اسیٔلشن ۱۹۰۷۷ زار
ابی ہیں یىی مٔرالہں عیہاونیں(وم میسن
6ء۲ مس د۶س رارلینں بٍصش ٥م‏ سی عرا۔
7 2 الس الف ى راہن ی لنٹ یر عکیں ۔"
/content/processed/115.png,"سب 8اث نے 1ہ[ 01 مد اھ مگ حضہّ :مم ئ ہش لیت دہ
7 سے مبیر میں مشظحل یف بریس یاکتان کے
جعے مٍں ‎٢‏ یا تقا۔ جج نک جا لوت امت مہ تھی ف ۸ لم ے
سان کے رت دوہی رہباء نَماج بت ۔ ژعل 1 زاد ارم
مور مل رسک ٭ لعبر میں ڑھگ مققل س میا تھا کر ری
سے ُ
جلہں سے چٹ راے اخراریت وان ء جنگ اور ا ام
ع۔ تام ٹیش سر رکا صمعیل اچرما بس وا ۔ ۷اا ضت
س9ل :ملا رٹم نف سی پاکستان مھارٹوریتن مَام
کی ے/۔ اس شعمت مِ ععارہت سے سا لوا سصطہ صش مس وتا ما -
سر ۔م و ...-. و حم
ہے سے اسیس یر میں حیہ , نورنبیژی ؛ “ححیص ود۹ :
سص رض اے ررپنڈک مرا قائم پرا۔ لبرہ میں حبررگاو
میں رریول کر فٹر ویر میں مرکرا راراہنڑی | “ض
ہ٤۱۹‏ مس قام پچا۔ مت .9ک ران شر
' ہے نے ہ .کے
ایف ۔ ایم ے اہی مسخریاست صرۓ منمیسں ۔"
/content/processed/116.png,"9990طض :07070119
×>“ءج مب ٗ ہےر ے تد رر تا۔
7 فحنت ملوورتی صرطو کہ سے مععلیا یھر مل
دی رر ہہ گ۶ یر
اھہیر یز کے یی نآرۃ او رسہو ےرگ موی ںا لہ
تھ.ظگردضیگہوں ے ہے رے: عاران الک اور
2 لت ملس یک سمپ رہد موی کا ای
لی ر0 ۔
ا رن دی ر2
1
‎٤""‏ ت>داطل ۷۳× پرزں ‏ زربزرصس
یہی لور کول وزہر رہ سر
0 مررب رفرجھا حل د کی و کم
ائی مٹریوٹف ضر لیس"
/content/processed/117.png,"کے درم پش لیریس پاکسنان کے جح دم سآیان ا
صح وف مالت 2-0 ۸۶۶ سے سارا رم کے مرف در انا /
فل گر زليآزاءاررفرزملٹگے نہ رس خمرآ لنق لہ ولّی ز۔ مٔل
میں چجکہوس رس جن وا ے اتبارات ڈا رم٢‏ 000 ا)
کہ تا )انس پی رکا رزریادہ اچھابیں تا. با لت ۱۹۷رک
بل ئءما نکمم ہ پلکستاو ھا رپورنشن نان ہوا۔ امس رنقت بر
ارت سے بالطاسد نارہوں موا کچ نے اض ہ رص جال
این ۱۹۷۵ ہس وکراتی اود راڈیبنڈی می مان ہوا جس جرآبار
اڈ میسکوٹٹ بے؟1 دم درا واولپنڈڑی امیشن داا: ما٤‏
ر١‏ 86 0۰ ۹کی دہ یمیس ایفام نےاپنن نیا تن الئیں۔"
/content/processed/118.png,"و کے میس من یرسیت کے حر سرک
کس مر ے2 - ج
سی ٤لت‏ یں ۷۷ سے سو نس ےهر دو
!ضا کھ نے سح ئن زا راو رشمرت ماگی ں لیٹس
رتس سیت - ال سی ا مد وںسےعیۓے
سے ص۔ مہ سج .۔ ہے .مہ ہے رم
ور ”/ ضصوررزت کاںء یجاب لوم خی کی کس
ےس رر حعصا رر 7 مس
ٍ سی نع مایا ہی ۔ ورک تد
2 7 9,--ب بب مر
لم وج سو مگیب ھی س۸
رس رحمسےت مرکعارت سے زا وی ور کس نے
ےہ مه وکس تہ
7090-7 سے رکا
تواہک ع اوح ماحیر
پر گ
حرزرسس 95۲ تٌرٌ+۹5/ < سیر را میق
رن ےک ؟۲ َ‫
ےم 16۵/ سس تصر/- ۹0۵( ءالتم
نے ری لق م1 مظ ہورع : """
/content/processed/119.png,"مم سے مم خوکررت سے بئر ری
نا رونا ب٠‏ پر مت رسب سے زباںم بے
مان الا جاخر ہے۔ ہل یک ساشی ئ( ریم
ھدب/21ء۷دے2) سے :7۸7 نانراں ا ھالدءم انا
سے ۔ ہرد مضت اھ حا فرع ے . ا لاس ک مطالق
بل ٭طزق سال می (سائرں سے سان رٹرر جے
بی کسی اس دی رج سے کہ ہک پرڑ
سے .رز بھیوںکی مبوڑ ور سب یڑک جو مے
ان ے سح کا سح مت مم .ہد صنی گر مر بس بے
کہ کر من پر ویک دو حور ےمجرت
* کنا ہی .3 مآ را تی حات بس سان بی یضر
می سر تام ے۶ سے ہما مقر ماف ہی ے٠‏
تی ورپ لک دی ہو رگم رد
ای ۔"
/content/processed/120.png,"ہے ‎٦‏
‏عرر استار (پری ۰۴۶ میں!٦ل‏ ریا نے 1ت ماق میں
- ۰ 7 .۰ر
ھ انئ‌راوار “ میں برا بیو ۓے ۔ عال در گل ص! پا تھاروبار
کرت وت _کلن س ےعلافہ رہگ اور للسنا او رلرٌ طٰا
- مے 7 سے ۔>
ضس ۶ئ ۔ و سالک مرن پاستا ن) ف1 ذادگ کے
سس لے ہر و ع ول تگلر(ق اکب تو
کے رن و۔ترزق اے ۔ا۴ دقت للا ب١‏ گڑونتا
سا ٹم تا ےھر دوطرے اس نے ہیں زور ھا ۶ں
کا ھئ رہم بس بی جرل) ک آما رکا ری خامشل در ملیٹن
تو بور تو زتھا دہ رں٤ر‏ ما فر ١رس‏ رت گرا
میں عم کاو ہے یی لت ہی
ہے مپنخ) کی “ما دا لاک اتا لڑا دسا ون""اگ, ۷ع
7 ۰ 2 :
لو رے یس میں اع ‎)٠٥‏ سر زان فا یٹم
سد ما کر رے ٣ل‏ - دنا کا لیضاۓ ‎٦‏ پالتا ن
‎٠‏ . ٭"" زی ۲
سی 70 0 و
و ےگ خر ھے۔ ۰
بر مان ا کس اکرش کن
روررس ری ردنا گا ری کے من میِرلرث ر ھا
کا رتس حر"
/content/processed/121.png,"میں کل جاتا یہوں۔
سس خکول بات ں۔
میں سُول جانا ید ں ۔"
/content/processed/122.png,"×لااإے ر سم لکک ہرس ہل گی ےب ایانا ‌
سید ت امہ تی ۸۷۸۴۶۶ سے سدا ن سرت
ہیں انا حلص یہ ۔ ٹڈ یآزادامرنیزبائنگ ارد یہ
پوت ہدس و ہیں سے ہین راخب یت
ڈان نک ارر انا ےتا مم نل بررز ری سیا رزیادہ اہا
ھا نے ۰7 یہ بر ارکسم ‎٠‏

انم ریلئٹن ۴ تم ہوا ۔ اوت یبارت ےبالاسل

یرتا تا یہ نے مسششن سد میں جس مارلہنڑیسٹخن
٤ء‏ یس مم رای اہطلنڑی ی٥‏ مٌ را ہریں
عیدرآبادریں ۱۹۶۱ یں کرڑ ام میں دی
ارہ نڑیاسخن 6ور وی تنائم وا می کی
کت022"
/content/processed/123.png,"مک اس سن شی کو تیم رمنا یج اگ ؛اماطر,گرناأ جصسب
١ء‏ نھا دسب ے رام ]لصما ذوظ مافویے ض وا ےی
نا۳( ما ع0ا ىہ اگ ذاراسار)
(ز کہ لازنا یش حورمانور سے ایپ انداد صد
مڈابئق ا لق وہ9 سالے السا یں صررمیال عوجر
ہی ۔ ا کی دس کہ ٹوا 3د سو میش رتس میں سے رر
ھا کرش انل میٹ ری ںوت بدا ملا ردص
ہارت 38 حننی ڑک درا ید جب٣‏ ہیلا ست سص ا کا
دل م2١‏ سے و(ط۱ کرنہ رگزرنا بے ,آراملوالن ون
ےنس لی ںلمنتار گج/ سے ینا مرضشمض نت (یم۔"
/content/processed/124.png,".سو یم ا8ل (س×مسدبظ مس ہام نساثا سد
۹7ا کے دور میں مشگ لیے پل س پال انت جع یس
مم حالت ند بمکرووکوچورے سرا نے دو
ہی اسار ٹملع ے - ڈآراراور یو ماگ بور ہیں
ڈمآلہ نل ہوگی تھا عتکہ دوممری مگبوں سے پپد
دے اخبارا ت ان ینگ اور امام سے تاہم انٹلش
۷سیا رکامعی رریادہ اما ؤں تا دبلاتا 7پاوا کو
ہلا باڈ کا مٹنک متا نکر پپریض تائم ہوا ۔

ا وقت یز عارت ےبالواس و دخریوں تھا ۔ کچھ یشےائٹیٹی
بر یں بی اویمنری خی ۹ھ دای بو روپ
تام می لمر من عیررآ مار سأ ۱۹51ء سء
64ء سس دوس رز میسن اسٹیش وہر قائ ہوا ۔
‎٥‏ ْ دہاق میں الف الم سے ابق نشیا

شرو ہیں"
/content/processed/125.png,"ظط ای ممسامجصے یہززا ہے
کا جبڑۃے دورس کل ایک ہرس یياکتات
جس کی حازلت ‏ ا گلتہ بہ تھی
عسواں مر رردی زمر ما و اڑا
آززر |و ول ماننگ بعد مس ڈما تے ہت

ہوگیا تھا۔ لہ دوسری کاہوں ید حل رش
(عباررت ڈاںجحگ (عد ‎٢]١(‏ ھ وہس رقئی

کا معیاز ز راد ہ الھا+ 2۔۷( انت
مو ا ری مد
سا مہو اس وقتس بے ہوار سے پا اط ردان
موا مہ رین ربرمیں مسلط زادلنک س۶
جج ہوہرء می ںکرلر پرور, میں دوس راو یٹک
غن مل ۱۹ء میں سام ہو وہ1 دباگه میں
ہے ببسرے ایل نم بات شرع بس"
/content/processed/126.png,": - 0+ قعرہ 3اثاء۶
ر|2ی) ئليك/ رک 72 ۔مصپرگاٹر
برع سم پیج تس
ف ساس رواب حمد ھا نار دی
مروستان گا ملا خی ٠ھ‏ لو بل مت رم
”ا قیرخا ن٣‏ ےۓ میں دعب اگ رن خا نی
روا نے مطالق 7ع مل لا دک نٹ
لو کا میں غان با ەر* محاضذاب یا یا۔
*فخان جب کے مرتی تح کی اتی کے لتول
۰ ع ے ۸ے
سرںے یل 0 میں کن
ادا مہاں و لعیب الرول. ‏ و: ب
صلا۔ گا وسلطان نری زڑ میں 4 مبارجرارے
سمن >رلسے بدا ضر بدا ں کے سا بار
لہ وو زلیٹ. جن 67ل ء لو موسلطاں مر
(ہ'٣ظعےمنائەن‏ ۴ل لیف ممیاتوا ال وترےی
لو مار میسور میں حیوڈا ہر د ںآ رہد
ملھے."
/content/processed/127.png,"ہ_ ال ہی مماملوع) ال حا مس نار حسم نید __ از مد
رابک ایگ
ضا کنل ۔ طیل زع ضز انگ بہدد یلھک لگا
1-27 لا کان ےگ ار
(فا مقنابہاُلش ہہب رگا عباردیادہ اجوای ں نوا
چا کپھلابلفاح ٣خ‏ مولتا کا ربورلیف ےب مبوا۔
اس وقع مہ مجارت مہ لوا نف ہوا شا کچ رن /سلیریھ
یں ید رلبزرمؤضش ‎٥‏ ۔المی ںکر(قاوؤلزڑزد
ی۳ ہواابورمیں مل مال میں 3151ء میں کرٹ کاو
میں موی إراولینری اسٹیضشس 0٥د‏ یں‌تاغم پا ۔ھ9.+1"
/content/processed/128.png,"۰ امعاکک ‏ پ ہم انہوواملگ
7 کے دور میں مفل ایگ یرس بالستان
کے جع میں ۲ چڑا ۔ جس کی حالت نالفتہ
بے ش عطلالہ سے پاکستان کے سرن ھھ پی امبا۔
بھلے کے - خ2 ما 7آ زاد او رون صا فا سس
٭حالہ ہتتل پ رگیاتھا ۔جیلہ دوس سے
جرۓ والے اخباءات ڈ ١ن‏ ۔ جگ ۹۱ء ! ‎٤5‏
‏جے۔ سام فُلض) یىیىز کا ہعیا رنؤدہ اچہا کی
کیا جوم ال۰ اکم ہا برا ڈیا مھ شس

لیا ں گا۔ پورلیٹ چٹ چر۱ ۔ ۱م عمّت

۶/0 یبپہپہ تج
اسٹش ہیر ہیں جے راو لینڑی مم ۱۹ء
میں ءکراجى بورر اولٹٹی میں جائم ہرا بسر سم
حییر ر7 مد میں۹ میں ۔ ک ۱۹54ء میں درز
دارلپنڈی اسٰزخووو؟ا می وائ حم ہر( ہ۱۹ ی
سی اس٠‏ ا سے ابنانضئ سے ضرے"
